,np1,np2,ap1,ap2
95763,0.0,0.0,7.142857142857142,10.0
105521,0.0,0.0,7.142857142857142,16.666666666666664
109430,0.0,0.0,11.764705882352938,20.0
14780,0.0,0.0,13.333333333333336,25.0
698,0.0,0.0,6.666666666666668,12.5
7406,0.0,0.0,6.666666666666668,8.333333333333332
2876,0.0,0.0,7.142857142857142,12.5
22072,0.0,0.0,6.25,16.666666666666664
87233,0.0,0.0,13.333333333333336,33.33333333333333
65272,0.0,0.0,6.25,10.0
57458,0.0,0.0,22.222222222222218,25.0
92087,0.0,0.0,7.142857142857142,10.0
70728,0.0,0.0,15.384615384615385,40.0
77672,0.0,0.0,27.27272727272727,25.0
18859,0.0,0.0,11.111111111111109,8.333333333333332
54040,0.0,0.0,25.0,37.5
78169,0.0,0.0,8.333333333333332,14.285714285714285
96112,0.0,0.0,7.142857142857142,14.285714285714285
36735,0.0,0.0,0.0,0.0
27034,0.0,0.0,6.25,10.0
52483,0.0,0.0,14.285714285714285,33.33333333333333
57975,0.0,0.0,0.0,0.0
14181,0.0,0.0,6.666666666666668,12.5
52011,0.0,0.0,10.0,14.285714285714285
85518,0.0,0.0,14.285714285714285,14.285714285714285
48399,0.0,0.0,0.0,0.0
80210,0.0,0.0,8.333333333333332,10.0
62823,0.0,0.0,6.666666666666668,12.5
15105,0.0,0.0,14.285714285714285,22.222222222222218
44045,0.0,0.0,7.142857142857142,20.0
98926,0.0,0.0,0.0,0.0
82227,0.0,0.0,11.111111111111109,20.0
14003,0.0,0.0,6.666666666666668,14.285714285714285
106789,0.0,0.0,15.384615384615385,20.0
69873,0.0,0.0,14.285714285714285,40.0
14824,0.0,0.0,6.666666666666668,14.285714285714285
46249,0.0,0.0,30.76923076923077,33.33333333333333
92438,0.0,0.0,18.181818181818183,28.57142857142857
12146,0.0,0.0,6.666666666666668,16.666666666666664
109054,0.0,0.0,21.428571428571427,30.0
45256,0.0,0.0,0.0,0.0
5946,0.0,0.0,7.142857142857142,20.0
26198,0.0,0.0,6.25,12.5
91721,0.0,0.0,6.666666666666668,12.5
77991,0.0,0.0,18.181818181818183,25.0
112909,0.0,0.0,14.285714285714285,20.0
92643,0.0,0.0,9.090909090909092,14.285714285714285
29930,0.0,0.0,6.25,10.0
65826,0.0,0.0,0.0,0.0
109621,0.0,0.0,5.882352941176469,20.0
76261,0.0,0.0,9.090909090909092,11.111111111111109
65915,0.0,0.0,0.0,0.0
7472,0.0,0.0,6.666666666666668,20.0
72140,0.0,0.0,4.761904761904762,14.285714285714285
102760,0.0,0.0,16.666666666666664,18.181818181818183
54287,0.0,0.0,16.666666666666664,18.181818181818183
28432,0.0,0.0,9.090909090909092,12.5
32470,0.0,0.0,8.333333333333332,11.111111111111109
17296,0.0,0.0,8.333333333333332,10.0
3720,0.0,0.0,7.142857142857142,25.0
70608,0.0,0.0,0.0,0.0
8549,0.0,0.0,13.333333333333336,28.57142857142857
84351,0.0,0.0,0.0,0.0
86170,0.0,0.0,7.6923076923076925,14.285714285714285
30594,0.0,0.0,0.0,0.0
77288,0.0,0.0,7.6923076923076925,10.0
89142,0.0,0.0,8.333333333333332,16.666666666666664
111459,0.0,0.0,13.333333333333336,16.666666666666664
45611,0.0,0.0,11.764705882352938,28.57142857142857
22168,0.0,0.0,6.25,10.0
34830,0.0,0.0,5.882352941176469,10.0
34782,0.0,0.0,17.647058823529417,27.27272727272727
60396,0.0,0.0,18.181818181818183,28.57142857142857
83863,0.0,0.0,8.333333333333332,7.142857142857142
51687,20.0,50.0,5.263157894736842,9.090909090909092
20050,0.0,0.0,6.25,20.0
45409,0.0,0.0,5.882352941176469,10.0
29343,0.0,0.0,5.5555555555555545,12.5
90398,0.0,0.0,25.0,42.857142857142854
37860,0.0,0.0,0.0,0.0
4877,0.0,0.0,5.263157894736842,10.0
371,0.0,0.0,11.764705882352938,12.5
103052,0.0,0.0,41.66666666666667,35.714285714285715
92290,0.0,0.0,9.090909090909092,12.5
81150,0.0,0.0,8.333333333333332,11.111111111111109
17397,0.0,0.0,16.666666666666664,25.0
74144,0.0,0.0,8.333333333333332,10.0
40847,0.0,0.0,0.0,0.0
23623,0.0,0.0,11.764705882352938,18.181818181818183
44761,0.0,0.0,23.07692307692308,33.33333333333333
82629,0.0,0.0,8.333333333333332,10.0
43451,0.0,0.0,9.090909090909092,10.0
36207,0.0,0.0,13.333333333333336,22.222222222222218
53230,0.0,0.0,18.75,37.5
85986,0.0,0.0,7.6923076923076925,6.666666666666668
100313,0.0,0.0,14.285714285714285,14.285714285714285
18897,0.0,0.0,11.111111111111109,12.5
87220,0.0,0.0,26.66666666666667,44.444444444444436
42507,0.0,0.0,9.090909090909092,14.285714285714285
4954,0.0,0.0,10.526315789473683,25.0
52801,0.0,0.0,6.666666666666668,12.5
87530,0.0,0.0,12.5,12.5
93531,0.0,0.0,9.090909090909092,9.090909090909092
54361,0.0,0.0,16.666666666666664,22.222222222222218
109370,0.0,0.0,0.0,0.0
77771,0.0,0.0,9.090909090909092,16.666666666666664
111298,0.0,0.0,8.333333333333332,14.285714285714285
57702,0.0,0.0,11.111111111111109,22.222222222222218
46403,0.0,0.0,7.6923076923076925,10.0
36284,0.0,0.0,13.333333333333336,25.0
57237,0.0,0.0,13.333333333333336,33.33333333333333
12751,0.0,0.0,8.333333333333332,16.666666666666664
107874,0.0,0.0,12.5,22.222222222222218
40380,0.0,0.0,14.285714285714285,7.6923076923076925
94204,0.0,0.0,15.789473684210524,37.5
87543,0.0,0.0,12.5,11.111111111111109
63059,0.0,0.0,13.333333333333336,20.0
84237,0.0,0.0,0.0,0.0
108692,0.0,0.0,13.333333333333336,22.222222222222218
79096,0.0,0.0,10.0,9.090909090909092
73492,0.0,0.0,0.0,0.0
81245,0.0,0.0,0.0,0.0
45869,0.0,0.0,12.5,14.285714285714285
45565,0.0,0.0,5.882352941176469,7.6923076923076925
46929,0.0,0.0,12.5,20.0
42911,0.0,0.0,6.666666666666668,11.111111111111109
103276,0.0,0.0,25.0,25.0
95892,0.0,0.0,7.142857142857142,16.666666666666664
66243,0.0,0.0,20.0,15.384615384615385
50846,0.0,0.0,5.5555555555555545,12.5
80836,0.0,0.0,7.6923076923076925,10.0
55582,0.0,0.0,0.0,0.0
77336,0.0,0.0,7.6923076923076925,11.111111111111109
111191,0.0,0.0,8.333333333333332,9.090909090909092
13752,0.0,0.0,6.25,11.111111111111109
72319,0.0,0.0,9.523809523809524,25.0
49387,0.0,0.0,16.666666666666664,18.181818181818183
75917,0.0,0.0,20.0,6.666666666666668
49970,0.0,0.0,16.666666666666664,28.57142857142857
17490,0.0,0.0,16.666666666666664,25.0
110111,0.0,0.0,6.25,14.285714285714285
87656,0.0,0.0,12.5,8.333333333333332
56674,0.0,0.0,10.0,25.0
4364,0.0,0.0,0.0,0.0
56883,0.0,0.0,10.0,25.0
83029,0.0,0.0,7.142857142857142,16.666666666666664
107866,0.0,0.0,6.25,7.6923076923076925
5596,0.0,0.0,0.0,0.0
51603,0.0,0.0,10.526315789473683,40.0
114292,0.0,0.0,9.090909090909092,11.111111111111109
31745,0.0,0.0,0.0,0.0
60614,0.0,0.0,9.090909090909092,10.0
93187,0.0,0.0,11.111111111111109,16.666666666666664
44098,0.0,0.0,14.285714285714285,15.384615384615385
31218,0.0,0.0,10.0,12.5
1881,0.0,0.0,11.111111111111109,11.111111111111109
41750,0.0,0.0,11.111111111111109,28.57142857142857
48169,0.0,0.0,25.0,42.857142857142854
6420,0.0,0.0,8.333333333333332,9.090909090909092
96118,0.0,0.0,7.142857142857142,11.111111111111109
43830,0.0,0.0,7.142857142857142,10.0
114563,0.0,0.0,13.333333333333336,28.57142857142857
26163,0.0,0.0,6.25,16.666666666666664
7100,0.0,0.0,10.0,14.285714285714285
88734,0.0,0.0,12.5,22.222222222222218
115920,0.0,0.0,11.111111111111109,9.090909090909092
36690,0.0,0.0,0.0,0.0
16936,0.0,0.0,11.111111111111109,15.384615384615385
79699,0.0,0.0,4.545454545454546,14.285714285714285
2417,0.0,0.0,21.428571428571427,20.0
108422,0.0,0.0,20.0,25.0
71602,0.0,0.0,5.882352941176469,11.111111111111109
96168,0.0,0.0,7.142857142857142,11.111111111111109
37664,0.0,0.0,0.0,0.0
17452,0.0,0.0,8.333333333333332,11.111111111111109
24119,0.0,0.0,10.526315789473683,28.57142857142857
26822,0.0,0.0,16.666666666666664,33.33333333333333
6822,0.0,0.0,20.0,25.0
49943,0.0,0.0,25.0,33.33333333333333
31331,0.0,0.0,10.0,11.111111111111109
50867,0.0,0.0,5.5555555555555545,14.285714285714285
66847,0.0,0.0,6.666666666666668,14.285714285714285
5663,0.0,0.0,7.142857142857142,10.0
78919,0.0,0.0,10.0,14.285714285714285
44868,0.0,0.0,15.384615384615385,15.384615384615385
35213,0.0,0.0,7.142857142857142,8.333333333333332
45267,0.0,0.0,0.0,0.0
75034,0.0,0.0,6.666666666666668,10.0
45173,0.0,0.0,0.0,0.0
12076,0.0,0.0,6.666666666666668,11.111111111111109
25709,0.0,0.0,5.882352941176469,14.285714285714285
25315,0.0,0.0,15.384615384615385,15.384615384615385
82445,0.0,0.0,16.666666666666664,37.5
13455,0.0,0.0,15.384615384615385,20.0
23595,0.0,0.0,5.882352941176469,25.0
88362,0.0,0.0,7.142857142857142,16.666666666666664
106115,0.0,0.0,15.384615384615385,22.222222222222218
97942,0.0,0.0,10.526315789473683,15.384615384615385
21761,0.0,0.0,12.5,22.222222222222218
37571,0.0,0.0,0.0,0.0
31599,0.0,0.0,21.052631578947366,36.36363636363637
93965,0.0,0.0,0.0,0.0
2766,0.0,0.0,7.142857142857142,10.0
114700,0.0,0.0,20.0,23.07692307692308
107233,0.0,0.0,10.0,16.666666666666664
104400,0.0,0.0,7.6923076923076925,11.111111111111109
5262,0.0,0.0,7.6923076923076925,12.5
29264,100.0,40.0,38.888888888888886,77.7777777777778
33518,0.0,0.0,6.25,14.285714285714285
40267,0.0,0.0,14.285714285714285,16.666666666666664
68894,0.0,0.0,8.333333333333332,10.0
103058,0.0,0.0,8.333333333333332,11.111111111111109
28140,0.0,0.0,9.090909090909092,8.333333333333332
97478,0.0,0.0,20.0,14.285714285714285
88701,0.0,0.0,12.5,25.0
15838,0.0,0.0,6.25,11.111111111111109
69862,0.0,0.0,7.142857142857142,14.285714285714285
107317,0.0,0.0,20.0,23.07692307692308
108674,0.0,0.0,13.333333333333336,28.57142857142857
66579,0.0,0.0,6.25,10.0
58445,0.0,0.0,8.333333333333332,12.5
7554,0.0,0.0,11.764705882352938,20.0
109533,0.0,0.0,17.647058823529417,25.0
4849,0.0,0.0,23.07692307692308,27.27272727272727
56472,0.0,0.0,11.764705882352938,22.222222222222218
74152,0.0,0.0,16.666666666666664,25.0
18674,0.0,0.0,16.666666666666664,28.57142857142857
29730,0.0,0.0,6.25,11.111111111111109
21736,0.0,0.0,21.428571428571427,33.33333333333333
17745,0.0,0.0,6.25,12.5
